UserName,Handle,Timestamp,Text,Emojis,Comments,Likes,Retweets
,@GUARDIAN331,2020-10-12T10:34:01.000Z,"#Turkcell  
@TurkcellHizmet
   48 saattir ev internetimiz yok ne gelen var ne giden",🌏 🛡 🛡 🛡 🌍,1,,1
İlayda Yılmaz,@ilaydayilmazzz,2020-10-12T08:09:24.000Z,#Turkcell in ayriyetten veremediği hizmetler için küfür yeme hattına ihtiyacı var,,,,14
Güleser,@guleseronerr,2020-10-12T07:38:40.000Z,Bugün #turkcell i oluşumun yıl dönümüymüş. #Turkcell kuru bir mesajla kutladı. Sende mi cağnım #Turkcell  en azından hediye bari göndereydin. Kuru kuru mesaj oldu mu ,😪,2,,1
heryerbembeyaz,@heryerbembeyaz,2020-10-12T06:35:48.000Z,#Türktelokom dan #Turkcell e geçiş yaptım #Vodafone nun gönderdiği mesaj    Çok geç kaldın be #Vodafone cuğum en az 5 yılı var yani senden ayrılalı,🤣,1,,3
Sarı zeybek,@QWERTY_4880,2020-10-11T16:13:16.000Z,#Turkcell tam 1 haftadır bir hattın açılışını yapamadiniz.adiniza yakışmayan hizmet kaliteniz var adınız büyük ama hizmet kaliteniz sifir,,,,
UmUtsUzvAkA,@uokman,2020-10-11T14:55:48.000Z,"@SuperYardim
 @TurkcellHizmet
 @TRSUPERONLINE
 @SuperonlineNet
 @TFibernet
 #Turkcell  #superonline  
3 haftadır bağlantı sorununu çözülemediği 1 firmada yöneticilik yapmak nasıl 1 his ????
@ATansug
 @gsezgin",,1,,
A K I N,@Akindogn,2020-10-11T14:42:05.000Z,Müşteri hizmetlerini aradığımda ise kurye evrakları teslim etmediğinden dolayı geçiş yapamıyoruz diye söylüyor kuryenizle ben mi ilgileneceğim bu ne sorumsuzluk siz böyle mi iş yapıyorsunuz. #Turkcell,,2,,1
A K I N,@Akindogn,2020-10-11T14:39:51.000Z,İnternetten numara taşıma Turkcell'e başvurdum. Kartım elime ulaştı ama 15 gün oldu hattım halen geçmedi. Bütün işlerim aksadı sizin yüzünüzden kimseyle iletişim kuramıyorum. Yarın direk iptal için başvuru yapacağım. #Turkcell,,1,,
Burhanettin SÜMER | Matematik Oğretmeni,@burhanettinogrt,2020-10-11T14:30:12.000Z,"Su 59₺ lik tarifeye düşünüyorum #turkcell e bir aylık taahhüt kaldı #turktelekom 
@TurkTelekom
 @TurkcellThe following media includes potentially sensitive content. Change settings
View",,9,,1
İpek Şenol,@ipksnl,2020-10-11T12:30:18.000Z,"Bu çağda internet kesiliyor. Tadilat süreci de bağlama süreci gibi bir ayı bulur mu ? #Turkcell 
@Turkcell
 @SuperYardim",,1,,
Begonya,@nn_begonya,2020-10-11T07:23:50.000Z,#turkcell beni bi turcell düşünüyor sanırım,,1,,
furkan,@f08091993,2020-10-11T05:03:27.000Z,"2020 yalında mükemmel internet ve 2000 Ping teşekkürler #turkcell #superonline #dota2The following media includes potentially sensitive content. Change settings
View",,,,1
adem kunt,@kuntadam_,2020-10-10T22:44:06.000Z,"@TurkcellHizmet
 , senin geri zekalılığın yüzünden 72 yaşındaki annemin tansiyonu tavan yaptı. İki saattir yatağında inleyip duruyor. 
@Turkcell
  #gerizekalı #turkcell",,1,,1
tarihebendenbirnot,@tarihebendennot,2020-10-10T22:17:10.000Z,"Replying to 
@TurkcellHizmetanlamiyorsunuz!!! urunumu gonderin artik yeter !!!!! 
@TurkcellHizmet
 @Turkcell
 #Turkcell #turkcellözürdile",,,,
queen elice,@zwelice,2020-10-10T20:37:37.000Z,"turkcellden paket alayım dedim bana özel paketler 50 liradan başlıyo harbi çok özel hissettim, düğün paketi alıyoruz sanki  #Turkcell",🌙,,,2
biyann,@biyann3,2020-10-10T20:35:59.000Z,"#Turkcell sabahtan beri internet paketi için müşteri hizmetlerini 7 defadır arıyorum, her seferinde 10 dk bekliyorum, ama bir türlü bağlanmıyor",,1,,
adem kunt,@kuntadam_,2020-10-10T19:31:55.000Z,"Müşteri hizmetlerinize Türkçe'yi ve basit mantık kurallarını öğretiniz. Ki ""Annem dilinden ameliyat oldu, konuşamıyor."" dediğimizde ""Annenizle konuşabilir miyim?"" deyip sinir bozmasınlar. 
@turkcell
 #Turkcell",,,,1
degerucuncu,@dGr_3,2020-10-10T18:28:19.000Z,Defalarca modem resetlememe rağmen aldığım hız bu!!! Daha rezil bi hizmet olamazdı.. sanırsın çevirmeli modem devrine döndük!! #turkcellfiber #turkcell #superonline #superonlineçevirmelimodem,,,,1
degerucuncu,@dGr_3,2020-10-10T18:26:01.000Z,"@Turkcell
 @TurkcellHizmet
 

Bi dünya para alıp 35mb fiber diye sattığınız internetinizin halidir..

#turkcell #turkcellfiberrezaleti #ancaparaalınTURKCELL Müşteri Hiz",,3,,
Ramazan T.,@ramazan_beyy,2020-10-10T17:43:43.000Z,"Replying to 
@borsaparatic#Turkcell",,,,1
harun,@Usta23Usta,2020-10-10T17:26:53.000Z,#Turkcell 25 dakka hatta beklet müşteri hizmeleri bağlanmasın yapacagınız kaliteli hizmetin ...,,2,,
ÖMER OSMAN CENİK,@osman_cenik08,2020-10-10T16:44:53.000Z,"@TurkcellHizmet
 yine harikasınız. Kaç kere yazdim çare bulamadınız. Alkışlıyorum sizi #turkcell  #artvin",,1,,
,@GUARDIAN331,2020-10-10T16:43:53.000Z,#Turkcell fiber internet o kadar hızlı safya açmıyor,🌏 🛡 🛡 🛡 🌍,1,,1
hayati demir,@liderbeslenme,2020-10-10T16:40:03.000Z,"Hap gibi yutmak istiyor
http://ow.ly/J5Wd30rejYy
#yudum #espresso #barista #tatil #deniz #ötesinde #turkcell #italy  #coffee #haftasonu #cumartesi #milk #istanbul #hayatın #bir #yaz #güneş #antalya #turkey #latteart",,,,
ramazan adıyaman,@madalyontelekom,2020-10-10T16:03:41.000Z,"Adıma 3 adet #turkcell Hattım var, o kadar telefon aldım, 2-3 kere tablet aldım, hiçbir zaman faturalarını ödememezlik yapmadım, ama ne hikmetse Turkcell financell limitim sıfıra düşürülmüş. Haftaya ilk işim hattımı Türk Telekom’a taşımak olucak",,1,,
مصطفى,@Duzenli_052,2020-10-10T15:31:41.000Z,"Teşekkürler #TurkcellThe following media includes potentially sensitive content. Change settings
View",,,,1
tostosta,@tostosta1,2020-10-10T15:05:39.000Z,"@Turkcell
 @TurkcellHizmet
 #turkcell 
@SuperonlineNet
 Hizmet karsiligi odememiz icin once hizmet vermeniz gerekir!!! Yil olmus 2020 hala internet problemi!!! İnternetime bir cozum bulun artik!!!",,1,,
tostosta,@tostosta1,2020-10-10T15:04:08.000Z,"#Turkcell 
@TurkcellHizmet
 @Turkcell
 @SuperonlineNet
 #superonline 3 haftadir musteri hizmetlerini defalarca aramama ragmen hala internet sorunuma cozum bulamadiniz!",,,,1
BirAcayipAdam,@FB_TC_Neferi,2020-10-10T13:08:22.000Z,"Güzel insanlar.Saat 14.30 da interneti kesiyorsunuz saat 19.00a kadar yok diyorsunuz ve bunu ben sizi arayınca öğreniyorum. 
Hangi hakla neye göre kesip neden haber vermiyorsunuz bana.
İşim mi var toplantım mı var?
Müneccim mi var aranızda?
Hak kaybımı kim karşılayacak #turkcell",,1,,
Songül ÇETİN,@karakizsc,2020-10-10T13:00:03.000Z,Duyarlılığından dolayı teşekkürler #turkcell #hatayyaniyor #iskenderunyaniyor #belenyanıyor,,,,1
GÖKÇE,@zerda_tc,2020-10-10T10:35:37.000Z,#turkcell den,🎶,,,
Kara kartal,@Karakar31164694,2020-10-10T10:14:16.000Z,"Replying to 
@TTDestekHiç zahmet etmeyin. #turkcell #superonline #superbox 'a başvuruyorum istemeye istemeye 
 öğrencilerimi aylarca bekletemem... 
@krc_ysf",😞,1,,
İlker,@lker81251589,2020-10-10T09:31:18.000Z,"@Murat__Erkan
 #turkcell #superonline 
@TurkcellHizmet
 Bu kadar emek sarfedip birseyler başarmak istiyorsunuz ama tüm işletmeler ve cabalar beraber çalıştıkları insanlar kadar basarili olur. Koca superonline bir arızayı 10 günde çözemiyor ise çabalarınız boşuna demektir.",,,,
oXobis,@ichbinkamil,2020-10-10T08:13:26.000Z,Bana hiç mutlu değil. Neredeyse 20 yıllık hat. Ne bir indirim ne de başka bir şey yaptılar. Aynı paketler #Turkcell 'den yeni hat alırsan veya numaranı taşırsan çok daha ucuz. Eski müşterini sömür ancak. #turkcell,,1,,
Sema...,@KaragozSe,2020-10-10T08:11:25.000Z,"Replying to 
@TTDestekTabii ki arayabilirsiniz. TTNET müşterinizim. Adıma birkaç telefon var. #Turkcell olan kardeşimin kullandığı hattını, Türk Telekom mobile geçiş yaptım. İlginize çok teşekkür ederim. Diğer hatlarında kampanya süreleri bittiğinde geçiş yapacağım.",,2,,
Mehmet Ozturk,@3673f9e96b604d7,2020-10-10T05:59:06.000Z,"Replying to 
@ofegin#SNGYO, #CEMAS, #TURKCELL.. teşekkürler hocam",,,,
Eren,@merend7,2020-10-10T05:28:43.000Z,"Sen ne tatlı bişey oldun öyle 
@Turkcell
 @TurkcellHizmet
 #Turkcell",😂 😘,2,,
Tuna,@coudynz,2020-10-10T01:06:50.000Z,Gecenin üçünde en yüksek en şişirme senelik paketi onay almadan kitleyen operatör yapmışlar #Turkcell,,1,,10
atakanxa_,@Atixchavo,2020-10-10T00:12:31.000Z,"Allah için beni bi açığa kavuşturun diyin ki sen yıllık paket almışsın helal sana falan yapın kurtarın beni bu aylık paketden 
@Turkcell
 @TurkcellHizmet
 #Turkcell",,,,1
atakanxa_,@Atixchavo,2020-10-10T00:12:28.000Z,"Şim ben yıllık paket mi aldım aylık paket mi? 
@Turkcell
 @TurkcellHizmet
 #Turkcell",,1,,1
atakanxa_,@Atixchavo,2020-10-10T00:05:50.000Z,"her ay 100 gb alıp 59 tl veririm Şimdi şöyleki aylık pakette birde sadece 1 ay veya 6 ay üye oluyorsun ne anlamı kaldı o zmn paket almanın kardeşim senelik yapın olsun bitsin ya uğraştığımız gerildiğimiz şeylere bak #Turkcell 
@Turkcell
 @TurkcellHizmet",,,,2
atakanxa_,@Atixchavo,2020-10-10T00:05:50.000Z,"Turkcell den yeni paket aldım eski paketim bitti amk 100 gb 59 tl diyor sende 708 tl yapıyor aldım ön bildirim geldi fakat pakete baktığımda aylık diyor aylık paket ve yıllık paket olayı beni bitiricek saçmalık resmen inşallah yıllıktır bu olay #Turkcell 
@Turkcell
 @TurkcellHizmet",,2,,2
Pandamio,@Pandamio5,2020-10-09T23:19:40.000Z,"@Turkcell
  30 gün geçerli olan Paketi niye 4 hafta (28) gune dusurdunuz ?? 
Yil bazinda hesaplasan yuzde kaç kârınız var ? 10 mu kac kullaniciniz var carp 10 la !!!!

Ayıp Ayıp!!!!

#Turkcell",,1,,
tarihebendenbirnot,@tarihebendennot,2020-10-09T21:20:31.000Z,"Replying to 
@TurkcellHizmetne kadar daha  kisa halen donus yok? pardonda bozuk urun gonderip yenisi ile degistireceginize utanmadan servise gonderip 21 is gunu bekletiyorsunuz ki 21 gun gecti coktan  birde bunu normal birseymis gibi cevap olarak yaziyorsunuz.parasini  cekmeyin vermediğiniz urunun #Turkcell",,1,,
Cüneyt AYDIN,@CneytAYDIN10,2020-10-09T20:36:06.000Z,"Bir kurum yok ki içi çürümüş olmasın. 
#turkcell
#tffQuote Tweet
Cumhuriyet
@cumhuriyetgzt
 · Oct 9
Fatih Altaylı: Rıdvan sustu, ben açıklayacağım!
https://cumhuriyet.com.tr/haber/fatih-altayli-ridvan-sustu-ben-aciklayacagim-1772447…",,,,
bülent tuncay,@bulenttuncay,2020-10-09T12:38:09.000Z,"Fatih Altaylı, Rıdvan Dilmen’in açtığı dosyanın takipçisi oldu: Spor mafyası sessizlik anlaşması yaptı! Bir futbol adamı o dönem Turkcell’den 20 milyon TL talep etti #turkcell #fatihaltaylı #rıdvandilmen 

https://futbolmedya.com/fatih-altayli-ridvan-dilmenin-actigi-dosyanin-takipcisi-oldu-spor-mafyasi-sessizlik-anlasmasi-yapti-bir-futbol-adami-o-donem-turkcellden-20-milyon-tl-talep-etti/… 
@futbolmedya
 aracılığıyla",,1,4,7
Sema...,@KaragozSe,2020-10-09T12:17:55.000Z,"@duraganizotop
 Slmm... Bende Türk Telekom'a geçmek istiyordum. 
Her yerden çekiyor mu? İnternet çekiyor mu? Artık #Turkcell beni üzdü, internet ve hat çok yerden çekmiyor. Altyapı iyi değil.  Fikrinizi alabilir miyim?",,1,,
Necdet ARICI,@NecdetArici,2020-10-09T12:13:31.000Z,Yazar Fatih Soldu yazı yazıyordu.#ajan #casussenarist #Turkcell #sapıkreklamajansları #fenerbahçe #şeytan #kriptoparalelmedyaçetelerimafyası #boktandizilerveprogramlar  #9ekimdünyakahkahagünü #yeşilsermaye #beyazsermaye #receptayyiperdoğan #ibrahimtatlıses #Asena #ismailküçükkaya,,,,
Necdet ARICI,@NecdetArici,2020-10-09T12:06:20.000Z,Yazar Fatih Soldu yazı yazıyordu. #casussenarist #Turkcell #sapıkreklamajansları #fenerbahçe #şeytan #kriptoparalel #medyaçetelerimafyası #boktandizilerveprogramlar  #9ekimdünyakahkahagünü #yeşilsermaye #beyazsermaye #receptayyiperdoğan   #ibrahimtatlıses #ismailküçükkaya #alişan,,,,
SEDEF NUR MERVE ÖZBEK,@Sedefrex,2020-10-09T12:04:22.000Z,"Replying to 
@TurkcellHizmetNeyin müşteri numarası ? Adres bilgileri yanlış yazıyorlar sonra tekrar görüşme yapıyoruz , yine bir sonuç yok. Az önce aradım. Adres yanlışlığı İçin askıya alındı, tekrar başvuru yapılması gerek deniliyor. Bu nasıl bir hizmet ya #Turkcell #turkcellozurdile 
@TurkcellHizmet",,1,,
Mehmet Akgünlü,@mehmetakgunlu_,2020-10-09T11:33:32.000Z,"Replying to 
@TurkcellHizmetKapsama alanı Şanlıurfa tamamında çekmiyor,siz ekiplerinize söyleyin Şanlıurfa’da #Turkcell çökmüş .. 
@Murat__Erkan
  @Turkcell",,1,,
Hasan ELAÇMAZ,@hasanelacmaz,2020-10-09T10:52:42.000Z,Bir takım toplantılar #Turkcell,,,,1
Emel,@Emel944,2020-10-09T10:36:47.000Z,"Bu internetle , Turkiye nasil bu kadar aktif sosyal medyada hic anlamiyorum , Her an leptobu telefonu bir yere atabilirim , Internet cok kotu ya... Yil 2008 resnen windows XP senelerime geri dondum... #Turkcell",,,,15
Emel,@Emel944,2020-10-09T10:29:58.000Z,"3Mbps Internet hizi nedir... 12Mb dosya 15 dk indiriyosun Yemin ederim bulgaristanda bana bu hizi verseniz , sozlesme falan dinlemem atarim cihazi terastan ,hic sozlesmeyi fesetmek icin bile musteri hizmetlerini aramam... Bu dolandiricik ta degil dalga gecmek resmen... #turkcell",,,,14
İbrahim KURT,@ibrhim_kurt,2020-10-09T10:25:40.000Z,"Replying to 
@GalatasaraySKSenin için, deplasmana gider gece parkta bile yatarım.
Ama bana #Turkcell deme!",,,,3
Galatasaray SK,@GalatasaraySK,2020-10-09T10:18:06.000Z,"#Turkcell Şampiyon paketliler Eylül’de 6,2 GB kazandı! Sen de Galatasarayımıza destek olurken; her galibiyetimizde günlük 1 GB, GollerCepte indirerek her golümüzde haftalık 200 MB kazanmak için GS9 yazıp 2200'a gönder, ayda 9 TL'ye Şampiyon paketini al! #GSDestek",,35,79,3.5K
Osman C. Güzer,@osmanguzer,2020-10-09T10:00:14.000Z,"Promosyon(!), müşterilerinizi dayattığınız seçeneklere tutsak etmek olmamalı. Etik / kullanıcı dostu çözümler!! Kazandığım GB’yi istediğim gibi kullanma özgürlüğü mesela. 10 GB nasıl Whatsapp’da bitirilebilir? Artık kendinize gelin 
 #turkcell #türkiye 
@Turkcell
 @TurkcellHizmetThe following media includes potentially sensitive content. Change settings
View",,,,
Ömer Faruk,@omer_faruk_30,2020-10-09T09:58:11.000Z,Rüyamda telefon faturası ödüyordum manyak ettin beni #turkcell,,1,,10
ysmn,@a_yasem,2020-10-09T08:21:53.000Z,"Kalbimi kazandın  
 #Turkcell",❤,3,,1
1kubos1,@utkun_kubra,2020-10-09T07:52:42.000Z,"Yeni gelen müşterilerimize özel 
#Turkcell #Gaziantep",🐥 🤩,,,4
Eda Ozturk,@klnpskedaozturk,2020-10-09T07:50:43.000Z,"Replying to 
@TTDestekMerhabalar, 3 haftadir yasadiklarimin ardindan dunku randevuya da hic kimse gelmeyince artik ttnet ile calismamaya karar verdim. #ttnet #ttnetsikayet #Turkcell",,1,,1
nzltncy,@nnaztncy,2020-10-09T07:41:12.000Z,"Benim gibi bu şekilde sürekli aranan var mı acaba ??
#cuma
#turkcellThe following media includes potentially sensitive content. Change settings
View",🌼,2,,11
Erman Akyüz Brueggen,@ali_erman,2020-10-09T07:33:53.000Z,"Taahhüt bitiyor diye beni seçime zorlayan #Turkcell şimdi de yeni taahhütü kampanya bitmeden 2 gün önce yaptığım için beni cezalandırıyor. Şaka mısın 
@TurkcellHizmet
 ",❓ ❓,2,1,
DeliyimKiBen...,@GamzeGulhan,2020-10-09T07:30:45.000Z,"#AklımdakiEnDeliSorular
Taahhütüm bittiği gün mü kapatma işlemini başlamalıyım..?
Ertesi gün yapsam 1 aylık zamlı fatura bedelini mi öderim..?
Taahhüt bitmeden önce başlatsam ne olur..?
#Turkcell #Superonline",,5,132,250
neslim osmanlı,@rkarabayir,2020-10-09T07:21:12.000Z,"Replying to 
@iletisim
 and 
@fahrettinaltunSayın başkanım #turkcell #Vodafone #tuerktelekom  alt yapı 000000 bi el atın şeytan 
 üçgeni eviriyor çeviriyorlar 4. Operatör şart",👿,,,
Hakan Yanık,@hknynk41,2020-10-09T06:32:25.000Z,#Turkcell Sen 2 haftadır neler yapıyorsun 2 haftada 50 GB hediye,,,,15
Emel Solmaz,@emlmrzazrersn,2020-10-09T05:50:52.000Z,"Gözümde canlanır koskoca mazi 
 #muhabbetkart #Turkcell",😂,,,1
Yüksek P.D. mdemireL,@CahilEmmi,2020-10-08T22:36:39.000Z,"Kaç senelik kullanıcıyı ilk defa böyle birşeyle karşılaştım.. 
#Turkcell #SallaKazan #10GB",,1,,21
Mustafa,@Themustf00,2020-10-08T22:13:19.000Z,"Turkcell sen bi harikasın tekrar teşekkürler. Mükemmel 
 #Turkcell ",👍 👌 💕 💞,1,,1
"ÖŞK (Öneri ve Şikayet Kutusu)
#MaskeniTak",@fisiltivar,2020-10-08T21:40:45.000Z,"Replying to 
@izmir_ilmem
 @menderesmeb
 and 4 others#Turkcell in gecen yıl okul yöneticilerinin eğitimi için bağışladığı 400 bin TL ne oldu. Ondan haber yokmu hâlâ Ömer bey il müdürü ya bu paranın akıbetini arastirmiyacakmi kim ne etti bu parayı bir araştırma komisyonu kuruldumu? Netice ne kamuoyuna bilgi verildimi? 
@kamudanhaber",😷,,,
Abdulkadir Honca,@honcakadir,2020-10-08T21:34:50.000Z,"Seni her gün daha çok seviyorum ardarda iki hafta 10 GB vermek ne demek seni seviyorum #Turkcell 
Teşekkürler 
@TurkcellHizmet
 ",😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏 👏,,,
Ali Özçelik,@alimozclk,2020-10-08T21:11:10.000Z,Sende olmasan #Turkcell ,🙏 😍 😁,2,,2
Rsl_44,@resulkorkunc,2020-10-08T17:34:36.000Z,"Eski gücünde değilsin,fiyatlari makul seviyeye çekin...
Yıllardır senden ayriyim
#Turkcell",😁,,,
metin ipek,@metinipek02,2020-10-08T16:45:50.000Z,#Turkcell kac kere aradim paketimi dusurmek icin sorun varmış palan pilan illa baska operatoremi geçelim,,1,,2
İsmail Meneviş,@MenevisIsmail,2020-10-08T16:37:35.000Z,"Replying to 
@takasmatik2#Turkcell teşekkürler",,,,
Mehmet Akgünlü,@mehmetakgunlu_,2020-10-08T16:03:09.000Z,". 
@Turkcell
 ‘le kop hayattan diye değiştirmeli #Turkcell Reklam müziğini. Turkcell Şanlıurfa’da resmen çöktü hiçbir yerde doğru düzgün çekmiyor.. 
@Murat__Erkan",,3,,4
Müberra,@aminemuberra,2020-10-08T15:58:27.000Z,"Bir haftada 34gb+50₺ internet aşımı yapan canım ciğerim  sevgili halam halam canım halam.
Sen nerenin  prensesi zannediyorsun kendini.
#Turkcell  sen tam bir insan kazıklama hattısın, halamda sizin best müşteriniz...",👸,,,4
Meloş can'ım,@ozdmir_melike,2020-10-08T15:46:28.000Z,"Replying to 
@TurkcellHizmetYok göndermeyeceğim. Çünkü yapmıyorsunuz #Turkcell",🐨,,,
Meloş can'ım,@ozdmir_melike,2020-10-08T15:30:43.000Z,"Replying to 
@TurkcellHizmetGerek be #turkcell düzeleceğini sanmıyorum artık. Ben aramaktan bıktım çünkü ve aradığım halde de düzelmiyor bu yüzden bende yoluna giderim... sizden ayrılacağım en kısa zamanda. #turkcell zor zamanda yanımızda olmadınız. Hele ki şu pandemi sürecinde ASLA!",🐨,1,,
NAGEHAN KOCABAŞ,@NAGEHANKOCABAS,2020-10-08T14:53:13.000Z,Hani dağda bayırda ovada bağıydık valla 1 haftadır Ankara da bağlanamadık neden acaba #turkcell #turkcelmusterihizmetleri #turkcellözürdile,,1,,
NAGEHAN KOCABAŞ,@NAGEHANKOCABAS,2020-10-08T14:51:35.000Z,"Bir eve internet bağlamak ne kadar zor olabilirki
Müşteri hizmetleri işlem yapamıyor neden sabahtan beri kendi altyapısı bozuk her aramaya bir veya yarim saat sonra dönüş yapın deniyor altı üstü bir ariza kaydı.   
#turkcell",,,,1
EMRE,@EMRENHALNESMA1,2020-10-08T12:49:49.000Z,#Türktelekom yağmurlu havalar da internet çekmiyor. TV DEN İNTERNETE BAĞLANIYORUM ÇEKMİYOR. #Turkcell sen hiç konuşma iphone x den film izliyim diyorum sende ki internet hiç çekmiyor. Verdiğimiz paralar haram olsun. #Ispartakule #Avcılar,,3,,
Adem Abdioğlu,@AbdiogluAdem,2020-10-08T12:17:10.000Z,"#Turkcell
@Turkcell
 
 
@VodafoneTR
 
@TurkTelekomQuote Tweet
AKP Çocukları
@AkpCocuklari
 · Oct 7
Aradığımız kişiye şu an ulaşılamıyor mu? @Turkcell @VodafoneTR @TurkTelekom twitter.com/AkpCocuklari/s…",,,,
TheLadyisŞeri,@SeribanAlic,2020-10-08T10:16:39.000Z,"“532” yani sayın Turkcell çaldırıp kapatmak nedir ya bu kadar mı düştünüz karşimm 
 @Turkcell
 
#Turkcell",😂,,,4
Meloş can'ım,@ozdmir_melike,2020-10-08T09:41:09.000Z,"Evet turkcell  müşteri hizmetleriyle yakınen baya baya arkadaş oldum. Günde 3 kere aramak farz oldu çünkü o yüzden aramız sıkı fıkı... merak etmesin yakında bu sona erecek hjhjhj 
#Turkcell",🐨,1,,8
S.E,@suummeye,2020-10-08T09:39:44.000Z,"Türk Telekom'a geçiyim diye düşünüyorum çeker mi acaba? Turkcell'e fazla para vermekten ciğerim soldu
 #türktelekom
#Turkcell",😩,3,,1
Yasemin Şaşmaz,@Yasyasem0,2020-10-08T08:28:12.000Z,Teşekkürler internet hediyesi felan olsa daha güzel olurdu #Turkcell,,1,,6
ÜMİT,@serdar4umit,2020-10-08T08:08:51.000Z,"#turkcell Quote Tweet
Dünya Gazetesi
@dunya_gazetesi
 · Oct 8
Turkcell'den tersine beyin göçüne destek https://dunya.com/sirketler/turkcellden-tersine-beyin-gocune-destek-haberi-484519…",,,,
parmağımda gözüm var,@tncer7,2020-10-08T06:54:09.000Z,"Mobil operatörlerin faturasız hatlarda eskiden aylık(30 gun) olan paketleri çaktırmadan 4 haftaya/28 gün [4*7(1hafta)] düşürmesi olayını mutlaka gündem yapmalıyız 
#Turkcell 'de böyle diğer operatörlerde de böyle",,,,
"kaptan,marsda inicem",@fsh77,2020-10-08T06:53:43.000Z,"Mobil operatörlerin faturasız hatlarda eskiden aylık(30 gun) olan paketleri çaktırmadan 4 haftaya/28 gün [4*7(1hafta)] düşürmesi olayını mutlaka gündem yapmalıyız 
#Turkcell 'de böyle diğer operatörlerde de böyle",,,,
Özlem,@ozlmny,2020-10-08T06:13:49.000Z,"Replying to 
@furkibasayevO zaaaamaaan yazıklar olsun #Turkcell shhshshd",,,,1
Pozitif İçerik,@pozitificerik,2020-10-07T23:27:00.000Z,"EBA Ne Kadar İnternet Harcıyor?: #EBA #MEB #İnternet #Vodafone #Turkcell #TurkTelekomEBA Ne Kadar İnternet Harcıyor? - Pozitif İçerik
Bu gün sizlere gündemdeki konular kategorisinde EBA Ne Kadar İnternet Harcıyor? EBA ders başı kaç GB internet tüketiyor bunun cevabını verdik. Yazımızı
pozitificerik.com",,,,
selman,@yldrmrselman,2020-10-07T20:45:03.000Z,#turkcell böyle superbox bağlantı hızı mi olur,,1,,
boşlook,@gne70207750,2020-10-07T20:19:02.000Z,Dikkat edin ! Bu ara İnstagram da tanıdığınız insanlardan tuhaf mesajlar alırsanız hemen atlayıp inanmayınız. Milletin hesabını ele geçirip sanki onlarmış gibi size mesaj atıp 3 operatörün (#turkcell #vodefone #turktelekom ) #evdekal,,1,,
Ali DOĞAN,@ali_dogan_55,2020-10-07T19:08:15.000Z,"Replying to 
@TcellPlatinumgorecez bakalim ayriliyormuyum, yoksa size ve mantiksiz uygulamalariniza, goz mu yumuyorum #turkcell",,,,
Ali DOĞAN,@ali_dogan_55,2020-10-07T18:53:01.000Z,"Replying to 
@TcellPlatinumsurekli ayni seyleri tekrar etme #Turkcell . en kisa zamanda baska operatore gececegime, her yerde de sizin reklaminizi yapacagima soz veriyorum!",,1,,
Ali DOĞAN,@ali_dogan_55,2020-10-07T18:39:38.000Z,"Replying to 
@TcellPlatinumnumarayi gonderdigim halde hala dönüş yapmayip, cozum üretemeyen #Turkcell sozde kaliteli hizmet, sadece ruzgarsin 
@Turkcell",,1,,
Ali DOĞAN,@ali_dogan_55,2020-10-07T18:23:21.000Z,"Replying to 
@Turkcellsozde platinum cagri merkezini arasigimizda iletisim kurmayi bile beceremeyen, programli robot gibi ayni seyleri tekrar eden, hizmet kalitesinde gozumde kocaman 0 almis #Turkcell. bu arada #vodafone den de ozur dilerim gidip bunlara hattimi taşıdığım icin 
@VodafoneTR",,,,1
Ali DOĞAN,@ali_dogan_55,2020-10-07T18:20:27.000Z,"Replying to 
@TcellPlatinummusterilerin ile iletisim kurmayi dahi beceremeyen sozde platinum. benden kocaman bir sifir aldin #Turkcell",,,,
Ali DOĞAN,@ali_dogan_55,2020-10-07T18:18:26.000Z,"@Turkcell
 @TcellPlatinum
 her ay 5gb kullandığım internetimi bu ay 12 GB kullandin diye kesiyorsunuz, sozde platinum musteri hiz. bağlanıyorum itiraz kabul etmeyip, uygulamadan bak diyorsun, uygulamada hata veriyorsun. iletisiminde, hizmetinde kocaman 0 #Turkcell",,1,,
İsmail Meneviş,@MenevisIsmail,2020-10-07T16:08:13.000Z,"Replying to 
@takasmatik2#Turkcell teşekkürler.",,,,
neslim osmanlı,@rkarabayir,2020-10-07T15:28:27.000Z,"Replying to 
@varankGSM operatörlerine bir el atsanız sayın bakanım #turkcell #Vodafone #tuerktelekom şeytan üçgeni Vodafone İstanbul’un göbeğinde çekmiyor 1 GB internet 20 TL olur mu",,,,
zugasibozo,@tolikapca8073,2020-10-07T13:56:24.000Z,"#Turkcell Kafayı yedin herhalde 
 ;paket fiyatları ne öyle!?",😏,,,
"B İ R O L
53",@iceberg1907fb,2020-10-07T11:45:21.000Z,"@Turkcell
 @GlobalBilgi
 @etuketici
 @aydinagaoglu
 @TurkcellHizmet
  mevcut kullandığım hattım simkart hatasından 30gündür kapalı 532 muşteri hizmetleri her arıdığımda yeni kayıt açıp 48 saat süre veriyor. #Turkcell 532 Rezalet. 
@TuketiciBasvuru
 @VodafoneTR
 ara",,1,1,1
